date,competition,home,away,result,minute,score,what,how,video_start,video_end
2011-09-17,PRM,FC Barcelona,Osasuna,8-0,41,5-0,,Left foot
2011-09-17,PRM,FC Barcelona,Osasuna,8-0,79,8-0,,Left foot
2011-08-29,PRM,FC Barcelona,Villarreal,5-0,52,4-0,,Right foot
2011-08-29,PRM,FC Barcelona,Villarreal,5-0,75,5-0,,Left foot
2011-08-26,IUP,FC Barcelona,FC Porto,2-0,39,1-0,,Left foot
2011-08-17,SUP,FC Barcelona,Real Madrid,3-2,45,2-1,,Right foot
2011-08-17,SUP,FC Barcelona,Real Madrid,3-2,87,3-2,,Left foot
2011-08-14,SUP,Real Madrid,FC Barcelona,2-2,45,1-2,,Left foot
2011-06-20,FRN,Argentina,Albania,4-0,42,2-0,,Left foot
2011-05-28,EUR,FC Barcelona,Manchester United,3-1,54,2-1,,Left foot
2011-04-27,EUR,Real Madrid,FC Barcelona,0-2,76,0-1,,Left foot
2011-04-27,EUR,Real Madrid,FC Barcelona,0-2,87,0-2,Solo run,Right foot
2011-04-23,PRM,FC Barcelona,Osasuna,2-0,87,2-0,,Right foot
2011-04-16,PRM,Real Madrid,FC Barcelona,1-1,53,0-1,Penalty,Left foot
2011-04-12,EUR,Shakhtar Donetsk,FC Barcelona,0-1,43,0-1,,Left foot
2011-04-09,PRM,FC Barcelona,UD Almería,3-1,53,1-1,Penalty,Left foot
2011-04-09,PRM,FC Barcelona,UD Almería,3-1,90+2,3-1,,Left foot
2011-03-08,EUR,FC Barcelona,Arsenal,3-1,45+3,1-0,,Left foot
2011-03-08,EUR,FC Barcelona,Arsenal,3-1,71,3-1,Penalty,Left foot
2011-03-02,PRM,Valencia,FC Barcelona,0-1,77,0-1,,Left foot
2011-02-26,PRM,Real Mallorca,FC Barcelona,0-3,38,0-1,,Head
2011-02-20,PRM,FC Barcelona,Athletic de Bilbao,2-1,78,2-1,,Right foot
2011-02-09,FRN,Argentina,Portugal,2-1,90,2-1,Penalty,Left foot
2011-02-05,PRM,FC Barcelona,Atlético Madrid,3-0,28,2-0,,Left foot
2011-02-05,PRM,FC Barcelona,Atlético Madrid,3-0,17,1-0,,Left foot
